num_spectr, reference_radius
              15   2.910000000000000E+000
t_step    time    h1_1    g1_0    g1_1    h2_2    h2_1    g2_0    g2_1    g2_2    h3_3    h3_2    h3_1    g3_0    g3_1    g3_2    g3_3    
         2600100  1.30005000000477E+000 -1.63400947167684E-004  2.54323247174370E-002 -6.67131197436309E-004  2.05018570388374E-004  2.69782858947558E-004  2.27030508025208E-004 -7.89251955400105E-004  4.85642002832257E-004 -5.75709677752845E-005  7.80085438170660E-005  2.87552823946654E-005 -5.69945450644024E-004  1.07345584115602E-004 -1.65699694977080E-004  2.76586041790351E-004
         2600200  1.30010000000477E+000 -1.62907805273071E-004  2.54357931343304E-002 -6.67276812291491E-004  2.04135128095469E-004  2.69063163199784E-004  2.25669890326760E-004 -7.84128830564336E-004  4.84501367359734E-004 -5.99678985895800E-005  7.82453055677665E-005  2.85447374055463E-005 -5.70631024319962E-004  1.06952238420654E-004 -1.63787506461820E-004  2.77744226320262E-004
         2600300  1.30015000000478E+000 -1.62642167057575E-004  2.54394996572642E-002 -6.67375924175882E-004  2.03215258778521E-004  2.68459545224125E-004  2.24223798958905E-004 -7.78693017278521E-004  4.83516743344616E-004 -6.23682063355090E-005  7.84704911195719E-005  2.82349063337057E-005 -5.71354871858753E-004  1.06541995223313E-004 -1.61777504249062E-004  2.78842511151565E-004
         2600400  1.30020000000479E+000 -1.62602215774165E-004  2.54434236797491E-002 -6.67535307956087E-004  2.02256282333067E-004  2.67956473614544E-004  2.22689123428707E-004 -7.72869328866946E-004  4.82686567282240E-004 -6.47812044596399E-005  7.86665320219617E-005  2.78289122303345E-005 -5.72110149292428E-004  1.06046415536170E-004 -1.59700388301867E-004  2.79879215070368E-004
         2600500  1.30025000000479E+000 -1.62726837287161E-004  2.54475319358087E-002 -6.67837614827486E-004  2.01247448928866E-004  2.67486746353799E-004  2.21080690656685E-004 -7.66611070970868E-004  4.82014057952017E-004 -6.72170819898376E-005  7.88278020870392E-005  2.73700524048557E-005 -5.72909128649005E-004  1.05415552467044E-004 -1.57596145074017E-004  2.80852249463801E-004
         2600600  1.30030000000480E+000 -1.62931659802467E-004  2.54517804490096E-002 -6.68304249720513E-004  2.00167859947346E-004  2.66969602163074E-004  2.19427587413151E-004 -7.59935686764080E-004  4.81497822566621E-004 -6.96847893451192E-005  7.89636987530192E-005  2.69135779679155E-005 -5.73779338086914E-004  1.04645956191896E-004 -1.55501697885706E-004  2.81758492286109E-004
         2600700  1.30035000000481E+000 -1.63151480832294E-004  2.54561202092493E-002 -6.68901461996786E-004  1.98992851024330E-004  2.66352285613977E-004  2.17762460715782E-004 -7.52917931662496E-004  4.81125218313116E-004 -7.21905206760293E-005  7.90919977435412E-005  2.64956126651169E-005 -5.74751587270574E-004  1.03776562089735E-004 -1.53441840142718E-004  2.82594189785463E-004
         2600800  1.30040000000482E+000 -1.63357390840161E-004  2.54605014320297E-002 -6.69571923060749E-004  1.97702395677361E-004  2.65624763005639E-004  2.16113431801281E-004 -7.45657709492199E-004  4.80873191225353E-004 -7.47373250478138E-005  7.92298042119915E-005  2.61213969954725E-005 -5.75850295238941E-004  1.02865044543382E-004 -1.51428831122677E-004  2.83355597179021E-004
         2600900  1.30045000000482E+000 -1.63549873652694E-004  2.54648751377215E-002 -6.70262431533160E-004  1.96285380609977E-004  2.64809821740581E-004  2.14501417857368E-004 -7.38251165916178E-004  4.80713794891186E-004 -7.73253948458356E-005  7.93888671818606E-005  2.57714969336656E-005 -5.77089955833786E-004  1.01966418354413E-004 -1.49467699760783E-004  2.84039285144296E-004
         2601000  1.30050000000483E+000 -1.63744005729588E-004  2.54691937960134E-002 -6.70936870565787E-004  1.94738970192337E-004  2.63944839375303E-004  2.12939736031070E-004 -7.30776054417545E-004  4.80619554638518E-004 -7.99523914902581E-005  7.95761476339261E-005  2.54146211294207E-005 -5.78475714104708E-004  1.01122483092258E-004 -1.47561883950309E-004  2.84642120966103E-004
